,LinkRef,LinkDescription,Date,TimePeriod,AverageJT,AverageSpeed,DataQuality,LinkLength,Flow
1677094,AL100,A414 between M1 J7 and A405 (AL100),20150301,77,148.83,109.09,1,4.5100002290000001,132.50
1677095,AL100,A414 between M1 J7 and A405 (AL100),20150301,78,148.83,109.09,1,4.5100002290000001,137.00
1677096,AL100,A414 between M1 J7 and A405 (AL100),20150301,79,142.92,113.60,1,4.5100002290000001,116.50
1677097,AL100,A414 between M1 J7 and A405 (AL100),20150301,80,137.01,118.50,1,4.5100002290000001,104.00
1677098,AL100,A414 between M1 J7 and A405 (AL100),20150301,81,137.01,118.50,1,4.5100002290000001,105.50
1677099,AL100,A414 between M1 J7 and A405 (AL100),20150301,82,137.01,118.50,1,4.5100002290000001,98.00
1677100,AL100,A414 between M1 J7 and A405 (AL100),20150301,83,137.01,118.50,1,4.5100002290000001,80.50
1677101,AL100,A414 between M1 J7 and A405 (AL100),20150301,84,162.44,99.95,3,4.5100002290000001,71.50
1677102,AL100,A414 between M1 J7 and A405 (AL100),20150301,85,143.98,112.77,3,4.5100002290000001,74.50
1677103,AL100,A414 between M1 J7 and A405 (AL100),20150301,86,142.14,114.23,3,4.5100002290000001,77.00
1677104,AL100,A414 between M1 J7 and A405 (AL100),20150301,87,146.41,110.89,3,4.5100002290000001,55.00
1677105,AL100,A414 between M1 J7 and A405 (AL100),20150301,88,152.08,106.76,3,4.5100002290000001,57.00
1677106,AL100,A414 between M1 J7 and A405 (AL100),20150301,89,161.12,100.77,3,4.5100002290000001,48.00
1677107,AL100,A414 between M1 J7 and A405 (AL100),20150301,90,143.72,112.97,3,4.5100002290000001,54.00
1677108,AL100,A414 between M1 J7 and A405 (AL100),20150301,91,142.99,113.55,3,4.5100002290000001,38.00
1677109,AL100,A414 between M1 J7 and A405 (AL100),20150301,92,149.54,108.57,3,4.5100002290000001,37.00
1677110,AL100,A414 between M1 J7 and A405 (AL100),20150301,93,157.23,103.26,3,4.5100002290000001,35.50
1677111,AL100,A414 between M1 J7 and A405 (AL100),20150301,94,147.47,110.10,3,4.5100002290000001,32.00
1677112,AL100,A414 between M1 J7 and A405 (AL100),20150301,95,149.11,108.89,3,4.5100002290000001,27.00
1677113,AL100,A414 between M1 J7 and A405 (AL100),20150302,00,161.89,100.29,3,4.5100002290000001,18.75
1677114,AL100,A414 between M1 J7 and A405 (AL100),20150302,01,136.03,119.36,3,4.5100002290000001,19.00
1677115,AL100,A414 between M1 J7 and A405 (AL100),20150302,02,143.79,112.91,3,4.5100002290000001,16.25
1677116,AL100,A414 between M1 J7 and A405 (AL100),20150302,03,131.55,123.42,3,4.5100002290000001,12.50
1677117,AL100,A414 between M1 J7 and A405 (AL100),20150302,04,145.48,111.60,3,4.5100002290000001,11.50
1677118,AL100,A414 between M1 J7 and A405 (AL100),20150302,05,136.52,118.93,3,4.5100002290000001,11.25
1677119,AL100,A414 between M1 J7 and A405 (AL100),20150302,06,137.60,117.99,3,4.5100002290000001,9.75
1677120,AL100,A414 between M1 J7 and A405 (AL100),20150302,07,165.51,98.10,3,4.5100002290000001,10.00
1677121,AL100,A414 between M1 J7 and A405 (AL100),20150302,08,176.45,92.01,3,4.5100002290000001,9.75
1677122,AL100,A414 between M1 J7 and A405 (AL100),20150302,09,159.81,101.60,3,4.5100002290000001,9.00
1677123,AL100,A414 between M1 J7 and A405 (AL100),20150302,10,156.40,103.81,3,4.5100002290000001,10.50
1677124,AL100,A414 between M1 J7 and A405 (AL100),20150302,11,177.07,91.69,3,4.5100002290000001,10.00
1677125,AL100,A414 between M1 J7 and A405 (AL100),20150302,12,172.16,94.31,3,4.5100002290000001,18.50
1677126,AL100,A414 between M1 J7 and A405 (AL100),20150302,13,161.98,100.23,3,4.5100002290000001,16.00
1677127,AL100,A414 between M1 J7 and A405 (AL100),20150302,14,158.49,102.44,3,4.5100002290000001,18.00
1677128,AL100,A414 between M1 J7 and A405 (AL100),20150302,15,159.78,101.61,3,4.5100002290000001,15.00
1677129,AL100,A414 between M1 J7 and A405 (AL100),20150302,16,148.86,109.07,1,4.5100002290000001,15.00
1677130,AL100,A414 between M1 J7 and A405 (AL100),20150302,17,148.86,109.07,1,4.5100002290000001,19.50
1677131,AL100,A414 between M1 J7 and A405 (AL100),20150302,18,148.86,109.07,1,4.5100002290000001,37.50
1677132,AL100,A414 between M1 J7 and A405 (AL100),20150302,19,155.81,104.20,1,4.5100002290000001,36.00
1677133,AL100,A414 between M1 J7 and A405 (AL100),20150302,20,162.75,99.76,1,4.5100002290000001,46.00
1677134,AL100,A414 between M1 J7 and A405 (AL100),20150302,21,152.96,106.15,1,4.5100002290000001,73.00
1677135,AL100,A414 between M1 J7 and A405 (AL100),20150302,22,143.17,113.40,1,4.5100002290000001,103.25
1677136,AL100,A414 between M1 J7 and A405 (AL100),20150302,23,128.23,126.62,1,4.5100002290000001,94.50
1677137,AL100,A414 between M1 J7 and A405 (AL100),20150302,24,132.92,122.15,1,4.5100002290000001,107.00
1677138,AL100,A414 between M1 J7 and A405 (AL100),20150302,25,145.50,111.59,1,4.5100002290000001,139.25
1677139,AL100,A414 between M1 J7 and A405 (AL100),20150302,26,158.08,102.71,1,4.5100002290000001,198.00
1677140,AL100,A414 between M1 J7 and A405 (AL100),20150302,27,149.64,108.50,1,4.5100002290000001,221.00
1677141,AL100,A414 between M1 J7 and A405 (AL100),20150302,28,119.23,136.17,1,4.5100002290000001,265.00
1677142,AL100,A414 between M1 J7 and A405 (AL100),20150302,29,139.62,116.29,1,4.5100002290000001,269.75
1677143,AL100,A414 between M1 J7 and A405 (AL100),20150302,30,149.85,108.35,1,4.5100002290000001,286.50
1677144,AL100,A414 between M1 J7 and A405 (AL100),20150302,31,158.12,102.68,1,4.5100002290000001,326.25
1677145,AL100,A414 between M1 J7 and A405 (AL100),20150302,32,149.88,108.33,1,4.5100002290000001,334.00
1677146,AL100,A414 between M1 J7 and A405 (AL100),20150302,33,172.87,93.92,1,4.5100002290000001,326.00
1677147,AL100,A414 between M1 J7 and A405 (AL100),20150302,34,172.10,94.34,1,4.5100002290000001,304.25
1677148,AL100,A414 between M1 J7 and A405 (AL100),20150302,35,166.23,97.67,1,4.5100002290000001,259.25
1677149,AL100,A414 between M1 J7 and A405 (AL100),20150302,36,169.41,95.84,1,4.5100002290000001,251.00
1677150,AL100,A414 between M1 J7 and A405 (AL100),20150302,37,172.58,94.08,1,4.5100002290000001,231.00
1677151,AL100,A414 between M1 J7 and A405 (AL100),20150302,38,162.12,100.15,1,4.5100002290000001,221.00
1677152,AL100,A414 between M1 J7 and A405 (AL100),20150302,39,151.20,107.38,1,4.5100002290000001,190.50
1677153,AL100,A414 between M1 J7 and A405 (AL100),20150302,40,136.03,119.36,1,4.5100002290000001,172.00
1677154,AL100,A414 between M1 J7 and A405 (AL100),20150302,41,156.54,103.72,1,4.5100002290000001,174.00
1677155,AL100,A414 between M1 J7 and A405 (AL100),20150302,42,150.43,107.93,1,4.5100002290000001,170.75
1677156,AL100,A414 between M1 J7 and A405 (AL100),20150302,43,173.11,93.79,1,4.5100002290000001,160.50
1677157,AL100,A414 between M1 J7 and A405 (AL100),20150302,44,157.92,102.81,1,4.5100002290000001,162.50
1677158,AL100,A414 between M1 J7 and A405 (AL100),20150302,45,177.23,91.61,1,4.5100002290000001,162.00
1677159,AL100,A414 between M1 J7 and A405 (AL100),20150302,46,177.23,91.61,1,4.5100002290000001,169.00
1677160,AL100,A414 between M1 J7 and A405 (AL100),20150302,47,133.41,121.70,1,4.5100002290000001,158.00
1677161,AL100,A414 between M1 J7 and A405 (AL100),20150302,48,133.41,121.70,1,4.5100002290000001,155.50
1677162,AL100,A414 between M1 J7 and A405 (AL100),20150302,49,130.52,124.39,1,4.5100002290000001,173.25
1677163,AL100,A414 between M1 J7 and A405 (AL100),20150302,50,146.90,110.52,1,4.5100002290000001,168.50
1677164,AL100,A414 between M1 J7 and A405 (AL100),20150302,51,163.27,99.44,1,4.5100002290000001,165.50
1677165,AL100,A414 between M1 J7 and A405 (AL100),20150302,52,174.90,92.83,1,4.5100002290000001,167.00
1677166,AL100,A414 between M1 J7 and A405 (AL100),20150302,53,182.65,88.89,1,4.5100002290000001,174.00
1677167,AL100,A414 between M1 J7 and A405 (AL100),20150302,54,147.17,110.32,1,4.5100002290000001,169.50
1677168,AL100,A414 between M1 J7 and A405 (AL100),20150302,55,139.40,116.47,1,4.5100002290000001,165.00
1677169,AL100,A414 between M1 J7 and A405 (AL100),20150302,56,139.76,116.17,1,4.5100002290000001,167.00
1677170,AL100,A414 between M1 J7 and A405 (AL100),20150302,57,139.76,116.17,1,4.5100002290000001,162.50
1677171,AL100,A414 between M1 J7 and A405 (AL100),20150302,58,139.76,116.17,1,4.5100002290000001,180.00
1677172,AL100,A414 between M1 J7 and A405 (AL100),20150302,59,146.53,110.80,1,4.5100002290000001,179.25
1677173,AL100,A414 between M1 J7 and A405 (AL100),20150302,60,146.53,110.80,1,4.5100002290000001,186.00
1677174,AL100,A414 between M1 J7 and A405 (AL100),20150302,61,146.53,110.80,1,4.5100002290000001,177.25
1677175,AL100,A414 between M1 J7 and A405 (AL100),20150302,62,163.97,99.02,1,4.5100002290000001,203.00
1677176,AL100,A414 between M1 J7 and A405 (AL100),20150302,63,157.10,103.35,1,4.5100002290000001,192.50
1677177,AL100,A414 between M1 J7 and A405 (AL100),20150302,64,152.53,106.44,1,4.5100002290000001,234.00
1677178,AL100,A414 between M1 J7 and A405 (AL100),20150302,65,147.96,109.73,1,4.5100002290000001,246.00
1677179,AL100,A414 between M1 J7 and A405 (AL100),20150302,66,148.49,109.34,1,4.5100002290000001,250.50
1677180,AL100,A414 between M1 J7 and A405 (AL100),20150302,67,153.45,105.81,1,4.5100002290000001,234.50
1677181,AL100,A414 between M1 J7 and A405 (AL100),20150302,68,158.40,102.50,1,4.5100002290000001,261.50
1677182,AL100,A414 between M1 J7 and A405 (AL100),20150302,69,135.22,120.07,1,4.5100002290000001,280.00
1677183,AL100,A414 between M1 J7 and A405 (AL100),20150302,70,142.97,113.56,1,4.5100002290000001,275.50
1677184,AL100,A414 between M1 J7 and A405 (AL100),20150302,71,150.71,107.73,1,4.5100002290000001,267.00
1677185,AL100,A414 between M1 J7 and A405 (AL100),20150302,72,125.64,129.23,1,4.5100002290000001,253.25
1677186,AL100,A414 between M1 J7 and A405 (AL100),20150302,73,140.10,115.89,1,4.5100002290000001,220.25
1677187,AL100,A414 between M1 J7 and A405 (AL100),20150302,74,154.55,105.05,1,4.5100002290000001,201.00
1677188,AL100,A414 between M1 J7 and A405 (AL100),20150302,75,152.18,106.69,1,4.5100002290000001,166.00
1677189,AL100,A414 between M1 J7 and A405 (AL100),20150302,76,152.18,106.69,1,4.5100002290000001,150.50
1677190,AL100,A414 between M1 J7 and A405 (AL100),20150302,77,152.18,106.69,1,4.5100002290000001,137.00
1677191,AL100,A414 between M1 J7 and A405 (AL100),20150302,78,148.35,109.44,3,4.5100002290000001,126.00
1677192,AL100,A414 between M1 J7 and A405 (AL100),20150302,79,153.56,105.73,3,4.5100002290000001,105.00
1677193,AL100,A414 between M1 J7 and A405 (AL100),20150302,80,142.30,114.10,3,4.5100002290000001,89.50
1677194,AL100,A414 between M1 J7 and A405 (AL100),20150302,81,161.28,100.67,3,4.5100002290000001,93.25
1677195,AL100,A414 between M1 J7 and A405 (AL100),20150302,82,156.36,103.84,3,4.5100002290000001,75.75
1677196,AL100,A414 between M1 J7 and A405 (AL100),20150302,83,159.47,101.81,1,4.5100002290000001,67.00
1677197,AL100,A414 between M1 J7 and A405 (AL100),20150302,84,159.47,101.81,1,4.5100002290000001,73.50
1677198,AL100,A414 between M1 J7 and A405 (AL100),20150302,85,159.47,101.81,1,4.5100002290000001,74.75
1677199,AL100,A414 between M1 J7 and A405 (AL100),20150302,86,159.47,101.81,1,4.5100002290000001,68.00
1677200,AL100,A414 between M1 J7 and A405 (AL100),20150302,87,122.71,132.31,1,4.5100002290000001,63.50
1677201,AL100,A414 between M1 J7 and A405 (AL100),20150302,88,122.71,132.31,1,4.5100002290000001,71.00
1677202,AL100,A414 between M1 J7 and A405 (AL100),20150302,89,122.71,132.31,1,4.5100002290000001,65.00
1677203,AL100,A414 between M1 J7 and A405 (AL100),20150302,90,122.71,132.31,1,4.5100002290000001,50.00
1677204,AL100,A414 between M1 J7 and A405 (AL100),20150302,91,152.50,106.47,3,4.5100002290000001,42.25
1677205,AL100,A414 between M1 J7 and A405 (AL100),20150302,92,150.48,107.89,3,4.5100002290000001,39.50
1677206,AL100,A414 between M1 J7 and A405 (AL100),20150302,93,152.30,106.61,3,4.5100002290000001,30.50
1677207,AL100,A414 between M1 J7 and A405 (AL100),20150302,94,181.60,89.41,3,4.5100002290000001,28.00
1677208,AL100,A414 between M1 J7 and A405 (AL100),20150302,95,141.19,114.99,3,4.5100002290000001,26.50
1677209,AL100,A414 between M1 J7 and A405 (AL100),20150303,00,147.69,109.93,1,4.5100002290000001,23.50
1677210,AL100,A414 between M1 J7 and A405 (AL100),20150303,01,147.69,109.93,1,4.5100002290000001,22.50
1677211,AL100,A414 between M1 J7 and A405 (AL100),20150303,02,147.69,109.93,1,4.5100002290000001,20.00
1677212,AL100,A414 between M1 J7 and A405 (AL100),20150303,03,148.50,109.33,3,4.5100002290000001,16.50
1677213,AL100,A414 between M1 J7 and A405 (AL100),20150303,04,162.07,100.18,3,4.5100002290000001,15.50
1677214,AL100,A414 between M1 J7 and A405 (AL100),20150303,05,147.33,110.20,3,4.5100002290000001,14.50
1677215,AL100,A414 between M1 J7 and A405 (AL100),20150303,06,159.72,101.65,3,4.5100002290000001,17.50
1677216,AL100,A414 between M1 J7 and A405 (AL100),20150303,07,189.76,85.56,3,4.5100002290000001,12.50
1677217,AL100,A414 between M1 J7 and A405 (AL100),20150303,08,157.05,103.38,1,4.5100002290000001,13.00
1677218,AL100,A414 between M1 J7 and A405 (AL100),20150303,09,157.05,103.38,1,4.5100002290000001,14.50
1677219,AL100,A414 between M1 J7 and A405 (AL100),20150303,10,157.05,103.38,1,4.5100002290000001,13.50
1677220,AL100,A414 between M1 J7 and A405 (AL100),20150303,11,157.05,103.38,1,4.5100002290000001,15.50
1677221,AL100,A414 between M1 J7 and A405 (AL100),20150303,12,157.05,103.38,1,4.5100002290000001,19.50
1677222,AL100,A414 between M1 J7 and A405 (AL100),20150303,13,170.94,94.98,3,4.5100002290000001,22.00
1677223,AL100,A414 between M1 J7 and A405 (AL100),20150303,14,132.58,122.46,3,4.5100002290000001,23.50
1677224,AL100,A414 between M1 J7 and A405 (AL100),20150303,15,159.36,101.88,3,4.5100002290000001,19.50
1677225,AL100,A414 between M1 J7 and A405 (AL100),20150303,16,162.75,99.76,3,4.5100002290000001,21.00
1677226,AL100,A414 between M1 J7 and A405 (AL100),20150303,17,145.05,111.93,1,4.5100002290000001,23.00
1677227,AL100,A414 between M1 J7 and A405 (AL100),20150303,18,145.05,111.93,1,4.5100002290000001,44.50
1677228,AL100,A414 between M1 J7 and A405 (AL100),20150303,19,145.05,111.93,1,4.5100002290000001,36.50
1677229,AL100,A414 between M1 J7 and A405 (AL100),20150303,20,151.39,107.25,1,4.5100002290000001,51.50
1677230,AL100,A414 between M1 J7 and A405 (AL100),20150303,21,157.72,102.94,1,4.5100002290000001,76.00
1677231,AL100,A414 between M1 J7 and A405 (AL100),20150303,22,160.66,101.06,1,4.5100002290000001,111.50
1677232,AL100,A414 between M1 J7 and A405 (AL100),20150303,23,148.19,109.56,1,4.5100002290000001,97.50
1677233,AL100,A414 between M1 J7 and A405 (AL100),20150303,24,149.06,108.92,1,4.5100002290000001,138.00
1677234,AL100,A414 between M1 J7 and A405 (AL100),20150303,25,149.92,108.30,1,4.5100002290000001,154.00
1677235,AL100,A414 between M1 J7 and A405 (AL100),20150303,26,152.21,106.67,1,4.5100002290000001,211.50
1677236,AL100,A414 between M1 J7 and A405 (AL100),20150303,27,154.50,105.09,1,4.5100002290000001,243.50
1677237,AL100,A414 between M1 J7 and A405 (AL100),20150303,28,139.91,116.05,1,4.5100002290000001,271.00
1677238,AL100,A414 between M1 J7 and A405 (AL100),20150303,29,141.10,115.07,1,4.5100002290000001,308.00
1677239,AL100,A414 between M1 J7 and A405 (AL100),20150303,30,152.65,106.36,1,4.5100002290000001,314.50
1677240,AL100,A414 between M1 J7 and A405 (AL100),20150303,31,174.51,93.04,1,4.5100002290000001,338.00
1677241,AL100,A414 between M1 J7 and A405 (AL100),20150303,32,236.95,68.52,1,4.5100002290000001,362.50
1677242,AL100,A414 between M1 J7 and A405 (AL100),20150303,33,315.38,51.48,1,4.5100002290000001,340.50
1677243,AL100,A414 between M1 J7 and A405 (AL100),20150303,34,336.71,48.22,1,4.5100002290000001,305.50
1677244,AL100,A414 between M1 J7 and A405 (AL100),20150303,35,186.73,86.95,1,4.5100002290000001,255.00
1677245,AL100,A414 between M1 J7 and A405 (AL100),20150303,36,175.28,92.63,1,4.5100002290000001,254.00
1677246,AL100,A414 between M1 J7 and A405 (AL100),20150303,37,163.83,99.10,1,4.5100002290000001,251.50
1677247,AL100,A414 between M1 J7 and A405 (AL100),20150303,38,171.54,94.65,1,4.5100002290000001,222.50
1677248,AL100,A414 between M1 J7 and A405 (AL100),20150303,39,160.50,101.16,1,4.5100002290000001,199.50
1677249,AL100,A414 between M1 J7 and A405 (AL100),20150303,40,149.46,108.63,1,4.5100002290000001,190.50
1677250,AL100,A414 between M1 J7 and A405 (AL100),20150303,41,156.95,103.45,1,4.5100002290000001,180.00
1677251,AL100,A414 between M1 J7 and A405 (AL100),20150303,42,144.53,112.34,1,4.5100002290000001,174.50
1677252,AL100,A414 between M1 J7 and A405 (AL100),20150303,43,145.07,111.92,1,4.5100002290000001,171.00
1677253,AL100,A414 between M1 J7 and A405 (AL100),20150303,44,162.57,99.87,1,4.5100002290000001,160.50
1677254,AL100,A414 between M1 J7 and A405 (AL100),20150303,45,155.88,104.16,1,4.5100002290000001,170.50
1677255,AL100,A414 between M1 J7 and A405 (AL100),20150303,46,178.08,91.17,1,4.5100002290000001,175.00
1677256,AL100,A414 between M1 J7 and A405 (AL100),20150303,47,181.41,89.50,1,4.5100002290000001,166.50
1677257,AL100,A414 between M1 J7 and A405 (AL100),20150303,48,168.51,96.35,1,4.5100002290000001,161.50
1677258,AL100,A414 between M1 J7 and A405 (AL100),20150303,49,155.61,104.34,1,4.5100002290000001,176.00
1677259,AL100,A414 between M1 J7 and A405 (AL100),20150303,50,157.59,103.03,1,4.5100002290000001,177.00
1677260,AL100,A414 between M1 J7 and A405 (AL100),20150303,51,159.57,101.75,1,4.5100002290000001,175.00
1677261,AL100,A414 between M1 J7 and A405 (AL100),20150303,52,159.57,101.75,1,4.5100002290000001,176.50
1677262,AL100,A414 between M1 J7 and A405 (AL100),20150303,53,130.03,124.86,1,4.5100002290000001,172.50
1677263,AL100,A414 between M1 J7 and A405 (AL100),20150303,54,130.03,124.86,1,4.5100002290000001,174.00
1677264,AL100,A414 between M1 J7 and A405 (AL100),20150303,55,134.72,120.52,1,4.5100002290000001,168.50
1677265,AL100,A414 between M1 J7 and A405 (AL100),20150303,56,139.41,116.46,1,4.5100002290000001,185.00
1677266,AL100,A414 between M1 J7 and A405 (AL100),20150303,57,156.99,103.42,1,4.5100002290000001,171.00
1677267,AL100,A414 between M1 J7 and A405 (AL100),20150303,58,159.43,101.84,1,4.5100002290000001,185.00
1677268,AL100,A414 between M1 J7 and A405 (AL100),20150303,59,161.87,100.30,1,4.5100002290000001,182.50
1677269,AL100,A414 between M1 J7 and A405 (AL100),20150303,60,162.67,99.81,1,4.5100002290000001,189.00
1677270,AL100,A414 between M1 J7 and A405 (AL100),20150303,61,163.46,99.33,1,4.5100002290000001,188.50
1677271,AL100,A414 between M1 J7 and A405 (AL100),20150303,62,139.80,116.14,1,4.5100002290000001,210.50
1677272,AL100,A414 between M1 J7 and A405 (AL100),20150303,63,154.54,105.06,1,4.5100002290000001,197.00
1677273,AL100,A414 between M1 J7 and A405 (AL100),20150303,64,145.43,111.64,1,4.5100002290000001,237.50
1677274,AL100,A414 between M1 J7 and A405 (AL100),20150303,65,148.98,108.98,1,4.5100002290000001,253.50
1677275,AL100,A414 between M1 J7 and A405 (AL100),20150303,66,159.66,101.69,1,4.5100002290000001,267.00
1677276,AL100,A414 between M1 J7 and A405 (AL100),20150303,67,142.67,113.80,1,4.5100002290000001,259.50
1677277,AL100,A414 between M1 J7 and A405 (AL100),20150303,68,161.46,100.56,1,4.5100002290000001,256.50
1677278,AL100,A414 between M1 J7 and A405 (AL100),20150303,69,143.43,113.20,1,4.5100002290000001,291.00
1677279,AL100,A414 between M1 J7 and A405 (AL100),20150303,70,148.41,109.40,1,4.5100002290000001,267.00
1677280,AL100,A414 between M1 J7 and A405 (AL100),20150303,71,130.21,124.69,1,4.5100002290000001,274.00
1677281,AL100,A414 between M1 J7 and A405 (AL100),20150303,72,140.32,115.71,1,4.5100002290000001,252.50
1677282,AL100,A414 between M1 J7 and A405 (AL100),20150303,73,150.42,107.94,1,4.5100002290000001,244.50
1677283,AL100,A414 between M1 J7 and A405 (AL100),20150303,74,155.86,104.17,1,4.5100002290000001,207.50
1677284,AL100,A414 between M1 J7 and A405 (AL100),20150303,75,135.30,120.00,1,4.5100002290000001,190.50
1677285,AL100,A414 between M1 J7 and A405 (AL100),20150303,76,155.09,104.69,1,4.5100002290000001,167.50
1677286,AL100,A414 between M1 J7 and A405 (AL100),20150303,77,155.09,104.69,1,4.5100002290000001,142.00
1677287,AL100,A414 between M1 J7 and A405 (AL100),20150303,78,155.09,104.69,1,4.5100002290000001,132.50
1677288,AL100,A414 between M1 J7 and A405 (AL100),20150303,79,145.62,111.50,3,4.5100002290000001,110.50
1677289,AL100,A414 between M1 J7 and A405 (AL100),20150303,80,147.74,109.90,3,4.5100002290000001,86.50
1677290,AL100,A414 between M1 J7 and A405 (AL100),20150303,81,161.83,100.33,3,4.5100002290000001,104.00
1677291,AL100,A414 between M1 J7 and A405 (AL100),20150303,82,137.14,118.39,3,4.5100002290000001,80.00
1677292,AL100,A414 between M1 J7 and A405 (AL100),20150303,83,148.52,109.32,3,4.5100002290000001,76.00
1677293,AL100,A414 between M1 J7 and A405 (AL100),20150303,84,142.14,114.23,3,4.5100002290000001,72.50
1677294,AL100,A414 between M1 J7 and A405 (AL100),20150303,85,169.14,95.99,3,4.5100002290000001,82.00
1677295,AL100,A414 between M1 J7 and A405 (AL100),20150303,86,170.05,95.48,3,4.5100002290000001,78.00
1677296,AL100,A414 between M1 J7 and A405 (AL100),20150303,87,152.35,106.57,3,4.5100002290000001,74.50
1677297,AL100,A414 between M1 J7 and A405 (AL100),20150303,88,152.07,106.77,3,4.5100002290000001,73.00
1677298,AL100,A414 between M1 J7 and A405 (AL100),20150303,89,163.72,99.17,3,4.5100002290000001,67.00
1677299,AL100,A414 between M1 J7 and A405 (AL100),20150303,90,132.67,122.38,1,4.5100002290000001,57.50
1677300,AL100,A414 between M1 J7 and A405 (AL100),20150303,91,132.67,122.38,1,4.5100002290000001,48.00
1677301,AL100,A414 between M1 J7 and A405 (AL100),20150303,92,132.67,122.38,1,4.5100002290000001,45.50
1677302,AL100,A414 between M1 J7 and A405 (AL100),20150303,93,132.67,122.38,1,4.5100002290000001,35.00
1677303,AL100,A414 between M1 J7 and A405 (AL100),20150303,94,132.67,122.38,1,4.5100002290000001,33.50
1677304,AL100,A414 between M1 J7 and A405 (AL100),20150303,95,169.02,96.06,3,4.5100002290000001,25.00
1677305,AL100,A414 between M1 J7 and A405 (AL100),20150304,00,143.60,113.06,3,4.5100002290000001,22.00
1677306,AL100,A414 between M1 J7 and A405 (AL100),20150304,01,160.34,101.26,3,4.5100002290000001,22.00
1677307,AL100,A414 between M1 J7 and A405 (AL100),20150304,02,145.63,111.49,3,4.5100002290000001,20.50
1677308,AL100,A414 between M1 J7 and A405 (AL100),20150304,03,146.20,111.05,3,4.5100002290000001,18.50
1677309,AL100,A414 between M1 J7 and A405 (AL100),20150304,04,159.08,102.06,3,4.5100002290000001,15.50
1677310,AL100,A414 between M1 J7 and A405 (AL100),20150304,05,146.61,110.74,3,4.5100002290000001,13.50
1677311,AL100,A414 between M1 J7 and A405 (AL100),20150304,06,161.79,100.35,3,4.5100002290000001,16.50
1677312,AL100,A414 between M1 J7 and A405 (AL100),20150304,07,172.93,93.89,3,4.5100002290000001,14.00
1677313,AL100,A414 between M1 J7 and A405 (AL100),20150304,08,165.27,98.24,3,4.5100002290000001,16.50
1677314,AL100,A414 between M1 J7 and A405 (AL100),20150304,09,149.56,108.56,3,4.5100002290000001,12.00
1677315,AL100,A414 between M1 J7 and A405 (AL100),20150304,10,150.42,107.94,3,4.5100002290000001,15.50
1677316,AL100,A414 between M1 J7 and A405 (AL100),20150304,11,147.66,109.96,3,4.5100002290000001,16.00
1677317,AL100,A414 between M1 J7 and A405 (AL100),20150304,12,175.85,92.33,3,4.5100002290000001,20.00
1677318,AL100,A414 between M1 J7 and A405 (AL100),20150304,13,165.63,98.03,3,4.5100002290000001,21.50
1677319,AL100,A414 between M1 J7 and A405 (AL100),20150304,14,166.96,97.24,3,4.5100002290000001,24.50
1677320,AL100,A414 between M1 J7 and A405 (AL100),20150304,15,166.32,97.62,3,4.5100002290000001,19.50
1677321,AL100,A414 between M1 J7 and A405 (AL100),20150304,16,157.69,102.96,3,4.5100002290000001,20.00
1677322,AL100,A414 between M1 J7 and A405 (AL100),20150304,17,150.71,107.73,3,4.5100002290000001,23.00
1677323,AL100,A414 between M1 J7 and A405 (AL100),20150304,18,140.05,115.93,1,4.5100002290000001,38.00
1677324,AL100,A414 between M1 J7 and A405 (AL100),20150304,19,140.05,115.93,1,4.5100002290000001,39.00
1677325,AL100,A414 between M1 J7 and A405 (AL100),20150304,20,140.05,115.93,1,4.5100002290000001,56.50
1677326,AL100,A414 between M1 J7 and A405 (AL100),20150304,21,126.96,127.88,1,4.5100002290000001,76.50
1677327,AL100,A414 between M1 J7 and A405 (AL100),20150304,22,135.65,119.69,1,4.5100002290000001,112.50
1677328,AL100,A414 between M1 J7 and A405 (AL100),20150304,23,154.81,104.88,1,4.5100002290000001,111.00
1677329,AL100,A414 between M1 J7 and A405 (AL100),20150304,24,152.02,106.80,1,4.5100002290000001,140.50
1677330,AL100,A414 between M1 J7 and A405 (AL100),20150304,25,149.23,108.80,1,4.5100002290000001,158.50
1677331,AL100,A414 between M1 J7 and A405 (AL100),20150304,26,141.34,114.87,1,4.5100002290000001,211.50
1677332,AL100,A414 between M1 J7 and A405 (AL100),20150304,27,148.98,108.98,1,4.5100002290000001,241.50
1677333,AL100,A414 between M1 J7 and A405 (AL100),20150304,28,150.40,107.95,1,4.5100002290000001,282.00
1677334,AL100,A414 between M1 J7 and A405 (AL100),20150304,29,155.18,104.63,1,4.5100002290000001,298.50
1677335,AL100,A414 between M1 J7 and A405 (AL100),20150304,30,150.31,108.02,1,4.5100002290000001,329.00
1677336,AL100,A414 between M1 J7 and A405 (AL100),20150304,31,149.09,108.90,1,4.5100002290000001,327.50
1677337,AL100,A414 between M1 J7 and A405 (AL100),20150304,32,170.22,95.38,1,4.5100002290000001,353.50
1677338,AL100,A414 between M1 J7 and A405 (AL100),20150304,33,191.35,84.85,1,4.5100002290000001,325.50
1677339,AL100,A414 between M1 J7 and A405 (AL100),20150304,34,171.30,94.78,1,4.5100002290000001,294.00
1677340,AL100,A414 between M1 J7 and A405 (AL100),20150304,35,160.37,101.24,1,4.5100002290000001,253.00
1677341,AL100,A414 between M1 J7 and A405 (AL100),20150304,36,179.50,90.45,1,4.5100002290000001,247.50
1677342,AL100,A414 between M1 J7 and A405 (AL100),20150304,37,158.49,102.44,1,4.5100002290000001,245.50
